,Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,Gls/90,Ast/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,xG,npxG,npxG/Sh,G-xG,np:G-xG,Cmp90,Att90,Cmp%,PassTotDist90,PassPrgDist90,xAG,xA,A-xAG,KP90,Pass1/3(90),PPA90,CrsPA90,PrgP90,Touches90,TakeOnAtt90,TakeOnSucc90,Succ%,Carries90,CarriesTotDist90,CarriesPrgDist90,PrgC90,Caries1/3(90),CPA90,Mis90,Dis90,Rec90,PrgR90,TklAPlayers90,TklW90,TklADribblers90,TklAttDri90,Tkl%,Bl90,ShBl90,PassBl90,Int90,Clr90,Err90
43,44,Ola Aina,NGA,DF,Nott'ham Forest,Premier League,26.0,22,20,1692,18.8,1,1,2,1,0.05,0.05,0.01,0.05,0.06,0.01,0.06,11,1,9.1,0.59,0.05,0.09,1.0,26.6,0.3,0.3,0.02,0.7,0.7,32.07,42.66,75.2,511.17,213.4,0.9,1.0,0.1,0.59,3.09,0.69,0.32,3.62,54.20212765957447,2.3936170212765955,1.4361702127659577,60.0,26.27659574468085,166.96808510638297,97.34042553191487,2.8191489361702127,1.5425531914893615,0.5851063829787234,1.276595744680851,0.5319148936170213,28.670212765957444,2.021276595744681,2.5,1.65,1.54,2.18,70.7,1.01,0.16,0.85,0.96,2.71,0.05
44,45,Rayan Aït-Nouri,ALG,"DF,MF",Wolves,Premier League,22.0,33,29,2329,25.9,2,1,3,2,0.08,0.04,0.13,0.09,0.22,0.13,0.22,24,8,33.3,0.93,0.31,0.08,0.25,16.8,3.3,3.3,0.14,-1.3,-1.3,38.8,45.95,84.5,538.46,151.93,2.4,1.7,-1.4,0.97,2.32,0.5,0.15,3.82,58.76447876447877,4.440154440154441,2.393822393822394,53.9,33.51351351351352,189.34362934362932,94.01544401544402,2.586872586872587,1.8532818532818531,0.3088803088803089,1.9691119691119687,2.1621621621621623,38.88030888030888,3.822393822393823,2.74,1.7,1.08,1.89,57.1,1.24,0.23,1.0,0.58,1.47,0.0
45,46,Tosin Aiyegun,BEN,"MF,FW",Lorient,Ligue 1,25.0,19,10,902,10.0,2,0,2,2,0.2,0.0,0.18,0.03,0.21,0.18,0.21,11,3,27.3,1.1,0.3,0.18,0.67,22.7,1.8,1.8,0.17,0.2,0.2,15.4,20.3,75.9,237.7,48.6,0.3,0.3,-0.3,0.7,0.7,0.2,0.0,1.6,29.1,2.6,1.2,46.2,22.7,166.0,68.6,1.7,1.0,0.6,1.8,1.3,21.8,5.2,0.6,0.4,0.3,0.9,33.3,0.4,0.1,0.3,0.2,0.8,0.0
46,47,Kristoffer Ajer,NOR,DF,Brentford,Premier League,25.0,28,21,1832,20.4,2,1,3,2,0.1,0.05,0.06,0.11,0.18,0.06,0.18,12,4,33.3,0.59,0.2,0.17,0.5,9.9,1.3,1.3,0.11,0.7,0.7,29.9,39.71,75.3,500.49,185.59,2.3,2.7,-1.3,0.59,2.75,0.49,0.15,2.99,51.07843137254903,0.5882352941176471,0.4901960784313726,83.3,22.745098039215687,116.02941176470588,70.34313725490196,1.0784313725490198,0.5392156862745099,0.2450980392156863,0.7843137254901962,0.2941176470588235,27.59803921568628,1.519607843137255,1.86,1.03,1.13,1.76,63.9,1.27,0.54,0.74,1.23,3.87,0.05
47,48,Ludovic Ajorque,FRA,FW,Mainz 05,Bundesliga,29.0,26,15,1360,15.1,2,0,2,2,0.13,0.0,0.35,0.06,0.41,0.25,0.31,27,6,22.2,1.79,0.4,0.07,0.33,13.1,5.3,3.7,0.14,-3.3,-1.7,21.06,30.0,70.2,301.06,31.72,1.0,1.6,-1.0,1.06,1.39,0.2,0.0,1.39,39.93377483443709,0.728476821192053,0.1324503311258278,18.2,17.218543046357617,59.867549668874176,19.271523178807943,0.3311258278145695,0.3973509933774835,0.0662251655629139,2.781456953642384,0.6622516556291391,29.80132450331126,5.827814569536424,0.2,0.13,0.13,0.73,18.2,0.4,0.13,0.26,0.26,0.73,0.0
48,49,Manuel Akanji,SUI,"DF,MF",Manchester City,Premier League,28.0,30,28,2511,27.9,2,0,2,2,0.07,0.0,0.07,0.02,0.09,0.07,0.09,15,5,33.3,0.54,0.18,0.13,0.4,17.0,1.9,1.9,0.13,0.1,0.1,78.14,83.66,93.4,1279.14,350.79,0.5,1.8,-0.5,0.47,7.67,0.54,0.07,5.3,91.18279569892474,0.1433691756272401,0.07168458781362,50.0,58.74551971326165,296.8458781362007,176.45161290322582,1.6487455197132617,1.827956989247312,0.1075268817204301,0.5017921146953406,0.3225806451612903,71.0752688172043,1.2903225806451613,1.51,1.0,0.79,1.4,56.4,1.0,0.43,0.57,0.82,2.51,0.11
50,51,Nathan Aké,NED,DF,Manchester City,Premier League,28.0,29,24,2042,22.7,2,2,4,2,0.09,0.09,0.11,0.05,0.16,0.11,0.16,20,5,25.0,0.88,0.22,0.1,0.4,10.8,2.5,2.5,0.12,-0.5,-0.5,75.59,82.11,92.1,1153.7,384.01,1.2,1.1,0.8,0.44,6.52,0.22,0.04,5.11,89.2511013215859,0.4405286343612335,0.2202643171806167,50.0,56.38766519823789,266.0352422907489,154.22907488986786,1.0572687224669604,1.894273127753304,0.0440528634361233,0.3524229074889868,0.0881057268722467,66.38766519823788,0.7929515418502203,1.15,0.7,0.57,0.88,65.0,0.75,0.09,0.66,0.62,2.38,0.0
51,52,Ilias Akhomach,MAR,"MF,FW",Villarreal,La Liga,19.0,31,17,1511,16.8,2,2,4,2,0.12,0.12,0.19,0.15,0.34,0.19,0.34,30,7,23.3,1.79,0.42,0.07,0.29,18.1,3.2,3.2,0.11,-1.2,-1.2,22.14,28.63,77.3,304.11,78.45,2.6,2.5,-0.6,1.25,1.19,1.43,0.36,2.68,44.345238095238095,7.619047619047619,3.392857142857143,44.5,29.226190476190474,209.7023809523809,119.4047619047619,4.047619047619048,2.7976190476190474,1.607142857142857,2.9166666666666665,2.142857142857143,32.797619047619044,9.523809523809524,2.14,1.25,0.6,1.19,50.0,0.6,0.12,0.48,0.77,0.77,0.0
52,53,Sergio Akieme,ESP,DF,Almería,La Liga,25.0,19,19,1675,18.6,2,0,2,2,0.11,0.0,0.06,0.12,0.18,0.06,0.18,9,5,55.6,0.48,0.27,0.22,0.4,17.4,1.2,1.2,0.13,0.8,0.8,33.33,43.06,77.4,549.68,169.35,2.2,2.1,-2.2,0.91,1.61,0.75,0.65,1.51,51.55913978494623,2.150537634408602,1.129032258064516,52.5,26.774193548387096,135.48387096774192,61.34408602150537,1.4516129032258065,1.2365591397849462,0.1075268817204301,0.8064516129032258,0.8602150537634408,28.2258064516129,3.870967741935484,1.45,0.81,0.7,0.86,81.3,0.75,0.22,0.54,0.54,1.83,0.0
55,56,Maghnes Akliouche,FRA,"MF,FW",Monaco,Ligue 1,21.0,28,18,1613,17.9,7,4,11,7,0.39,0.22,0.3,0.19,0.49,0.3,0.49,36,22,61.1,2.01,1.23,0.19,0.32,15.7,5.4,5.4,0.15,1.6,1.6,36.03,46.54,77.4,509.39,159.72,3.5,3.4,0.5,2.12,3.58,2.12,0.17,5.2,58.93854748603352,2.905027932960894,1.5083798882681565,51.9,45.53072625698324,257.0949720670391,104.24581005586592,2.569832402234637,2.5139664804469275,0.782122905027933,2.2905027932960897,2.23463687150838,42.23463687150839,7.5418994413407825,2.07,1.28,0.67,2.01,33.3,1.17,0.0,1.17,0.5,0.17,0.0
58,59,Jean-Daniel Akpa-Akpro,CIV,MF,Monza,Serie A,30.0,19,8,705,7.8,0,0,0,0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,7,3,42.9,0.89,0.38,0.0,0.0,26.6,0.5,0.5,0.08,-0.5,-0.5,28.21,33.72,83.7,456.03,105.9,0.1,0.2,-0.1,0.13,1.79,0.0,0.0,1.28,44.61538461538461,1.2820512820512822,0.3846153846153846,30.0,24.23076923076923,157.17948717948718,75.76923076923077,1.4102564102564104,1.153846153846154,0.1282051282051282,1.6666666666666667,0.8974358974358975,27.56410256410257,1.5384615384615383,2.56,1.41,0.38,1.15,33.3,1.28,0.51,0.77,1.54,1.92,0.13
60,61,Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,28.0,17,11,1097,12.2,0,0,0,0,0.0,0.0,0.02,0.02,0.05,0.02,0.05,2,0,0.0,0.16,0.0,0.0,,6.8,0.3,0.3,0.15,-0.3,-0.3,50.08,58.28,85.9,867.54,317.95,0.3,0.4,-0.3,0.41,5.82,0.16,0.0,4.51,70.57377049180329,1.0655737704918034,0.7377049180327869,69.2,39.59016393442623,184.5081967213115,86.39344262295083,0.819672131147541,0.9016393442622952,0.1639344262295082,0.819672131147541,0.0819672131147541,46.22950819672131,0.7377049180327869,2.87,1.48,2.13,2.87,74.3,2.3,0.66,1.64,1.48,2.62,0.0
61,62,David Alaba,AUT,DF,Real Madrid,La Liga,31.0,14,14,1154,12.8,0,1,1,0,0.0,0.08,0.08,0.05,0.13,0.08,0.13,14,3,21.4,1.09,0.23,0.0,0.0,19.8,1.0,1.0,0.07,-1.0,-1.0,63.28,70.62,89.6,1013.83,390.39,0.7,0.8,0.3,0.78,4.38,0.39,0.0,3.98,78.4375,0.0,0.0,,54.609375,278.671875,157.109375,0.703125,0.859375,0.0,0.390625,0.078125,57.03125,1.015625,1.02,0.7,0.31,0.62,50.0,0.78,0.55,0.23,1.17,2.66,0.0
62,63,Luis Alberto,ESP,MF,Lazio,Serie A,30.0,33,29,2311,25.7,5,7,12,5,0.19,0.27,0.18,0.18,0.37,0.18,0.37,56,15,26.8,2.18,0.58,0.09,0.33,22.0,4.7,4.7,0.08,0.3,0.3,50.7,65.33,77.6,796.07,255.56,4.7,4.8,2.3,2.49,6.69,1.87,0.16,8.25,74.08560311284047,1.7509727626459144,0.9727626459143968,55.6,39.61089494163424,206.34241245136187,124.2023346303502,3.2295719844357977,2.412451361867704,0.3891050583657587,1.284046692607004,0.933852140077821,53.81322957198444,4.824902723735408,1.36,0.78,0.58,2.06,28.3,1.32,0.16,1.17,0.27,0.51,0.0
63,64,Raúl Albiol,ESP,DF,Villarreal,La Liga,37.0,26,24,2031,22.6,0,1,1,0,0.0,0.04,0.02,0.04,0.06,0.02,0.06,6,1,16.7,0.27,0.04,0.0,0.0,9.5,0.4,0.4,0.07,-0.4,-0.4,48.45,56.28,86.1,998.63,375.97,0.8,0.6,0.2,0.13,2.83,0.04,0.0,2.74,65.30973451327434,0.0,0.0,,35.884955752212385,203.36283185840708,112.92035398230088,0.3539823008849557,0.0442477876106194,0.0,0.4424778761061946,0.1327433628318584,45.08849557522124,0.0,1.11,0.62,0.8,1.19,66.7,1.37,1.06,0.31,0.71,4.51,0.0
66,67,Rubén Alcaraz,ESP,MF,Cádiz,La Liga,32.0,36,36,3134,34.8,3,1,4,1,0.09,0.03,0.09,0.04,0.13,0.05,0.09,46,10,21.7,1.32,0.29,0.02,0.1,24.9,3.3,1.7,0.04,-0.3,-0.7,36.52,45.46,80.3,678.39,191.55,1.4,1.6,-0.4,0.66,4.34,0.46,0.09,4.43,56.60919540229885,0.6609195402298851,0.2873563218390805,43.5,28.649425287356323,134.71264367816093,54.85632183908047,0.7758620689655173,0.7758620689655173,0.0862068965517241,0.8045977011494253,0.7758620689655173,32.61494252873563,1.0632183908045978,2.79,1.7,1.44,3.48,41.3,1.72,0.4,1.32,0.95,1.58,0.06
67,68,Omar Alderete,PAR,DF,Getafe,La Liga,26.0,31,24,2195,24.4,0,1,1,0,0.0,0.04,0.05,0.04,0.09,0.05,0.09,24,5,20.8,0.98,0.21,0.0,0.0,19.7,1.2,1.2,0.05,-1.2,-1.2,27.79,43.28,64.2,678.85,299.96,1.0,0.8,0.0,0.53,4.02,0.57,0.04,4.02,53.9344262295082,0.5327868852459017,0.3688524590163934,69.2,26.84426229508197,166.39344262295083,110.6967213114754,0.9426229508196722,0.5327868852459017,0.0,0.3278688524590164,0.2049180327868852,28.032786885245905,0.3688524590163934,1.15,0.86,0.78,1.43,54.3,1.23,0.74,0.49,0.53,4.55,0.0
68,69,Iván Alejo,ESP,MF,Cádiz,La Liga,28.0,30,21,1692,18.8,0,2,2,0,0.0,0.11,0.03,0.07,0.1,0.03,0.1,11,2,18.2,0.59,0.11,0.0,0.0,21.9,0.5,0.5,0.04,-0.5,-0.5,13.03,25.59,50.9,225.59,91.01,1.3,2.8,0.7,0.85,0.9,1.33,1.17,1.65,37.28723404255319,3.24468085106383,1.276595744680851,39.3,21.329787234042552,158.1914893617021,74.41489361702128,2.553191489361702,2.1808510638297878,0.0531914893617021,2.872340425531915,1.4893617021276595,22.23404255319149,5.531914893617021,2.13,1.22,0.9,3.03,29.8,1.06,0.0,1.06,0.37,0.9,0.0
69,70,Carles Aleñá,ESP,MF,Getafe,La Liga,25.0,29,10,1020,11.3,1,1,2,1,0.09,0.09,0.11,0.14,0.25,0.11,0.25,16,5,31.3,1.41,0.44,0.06,0.2,18.8,1.2,1.2,0.08,-0.2,-0.2,27.26,35.04,77.8,470.35,101.42,1.6,1.0,-0.6,1.59,2.74,0.27,0.18,2.04,48.31858407079645,2.47787610619469,0.5309734513274336,21.4,27.25663716814159,116.3716814159292,35.57522123893805,1.0619469026548671,1.238938053097345,0.4424778761061946,2.2123893805309733,1.5929203539823007,32.38938053097345,3.982300884955752,2.12,0.71,0.88,2.12,41.7,1.24,0.27,0.97,0.35,1.15,0.0
70,71,Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,24.0,28,25,2155,23.9,3,4,7,3,0.13,0.17,0.11,0.3,0.41,0.1,0.4,47,8,17.0,1.96,0.33,0.06,0.38,24.4,2.6,2.3,0.05,0.4,0.7,64.98,86.28,75.3,1271.38,520.25,7.2,6.1,-3.2,2.68,8.45,2.38,0.75,8.58,96.06694560669456,2.175732217573222,1.171548117154812,53.8,52.30125523012553,238.5355648535565,113.97489539748956,1.882845188284519,2.00836820083682,0.2928870292887029,1.1297071129707117,0.2510460251046025,62.42677824267783,4.058577405857741,1.63,1.09,1.13,3.64,31.0,0.92,0.08,0.84,1.3,2.01,0.21
73,74,Mohamed Ali Cho,FRA,FW,Nice,Ligue 1,19.0,17,11,861,9.6,1,2,3,1,0.1,0.21,0.12,0.21,0.32,0.12,0.32,18,6,33.3,1.88,0.63,0.06,0.17,21.1,1.1,1.1,0.06,-0.1,-0.1,20.1,27.92,72.0,313.96,76.15,2.0,1.4,0.0,1.46,1.04,1.15,0.21,2.6,38.645833333333336,3.9583333333333335,1.6666666666666667,42.1,30.0,229.79166666666669,128.75,5.0,3.020833333333333,1.5625,1.9791666666666667,1.6666666666666667,29.375,8.020833333333334,1.25,0.94,0.31,1.15,27.3,1.04,0.0,1.04,0.31,0.62,0.0
74,75,Faride Alidou,GER,"FW,MF",Köln,Bundesliga,22.0,26,14,1282,14.2,4,0,4,4,0.28,0.0,0.21,0.04,0.26,0.21,0.26,33,11,33.3,2.32,0.77,0.12,0.36,14.5,3.0,3.0,0.09,1.0,1.0,13.8,21.48,64.3,226.13,58.52,0.6,0.7,-0.6,0.99,0.99,0.49,0.21,2.32,36.760563380281695,4.929577464788733,1.6901408450704227,34.3,21.971830985915496,180.35211267605635,83.87323943661973,3.591549295774648,1.619718309859155,1.267605633802817,2.746478873239437,1.9014084507042253,24.225352112676056,6.690140845070423,0.7,0.28,0.28,1.27,22.2,1.62,0.14,1.48,0.56,1.06,0.07
75,76,Nabil Alioui,FRA,"MF,FW",Le Havre,Ligue 1,24.0,18,12,1009,11.2,4,1,5,4,0.36,0.09,0.21,0.19,0.41,0.21,0.41,28,9,32.1,2.5,0.8,0.14,0.44,19.0,2.4,2.4,0.09,1.6,1.6,20.36,31.96,63.7,344.29,130.71,2.2,2.5,-1.2,2.14,3.12,1.34,0.27,3.84,43.30357142857143,3.3928571428571432,1.3392857142857144,39.5,30.357142857142858,174.82142857142858,75.53571428571429,1.9642857142857144,1.7857142857142858,0.625,2.053571428571429,1.517857142857143,29.28571428571429,6.428571428571429,0.27,0.18,0.18,0.36,50.0,0.54,0.09,0.45,0.27,0.36,0.0
78,79,Jim Allevinah,GAB,"MF,DF",Clermont Foot,Ligue 1,28.0,29,22,1861,20.7,2,1,3,2,0.1,0.05,0.12,0.06,0.18,0.12,0.18,37,11,29.7,1.79,0.53,0.05,0.18,14.8,2.6,2.6,0.07,-0.6,-0.6,28.45,35.89,79.3,401.64,106.04,1.2,1.4,-0.2,0.97,1.74,0.97,0.39,2.51,48.69565217391305,3.236714975845411,1.352657004830918,41.8,35.072463768115945,271.64251207729467,129.46859903381642,4.202898550724638,2.657004830917874,0.6280193236714976,2.608695652173913,1.2560386473429952,32.65700483091788,5.797101449275362,1.45,0.87,0.68,1.69,40.0,0.97,0.14,0.82,0.63,1.45,0.0
79,80,Domingos André Ribeiro Almeida,POR,"FW,MF",Valencia,La Liga,23.0,18,12,965,10.7,2,1,3,2,0.19,0.09,0.05,0.11,0.17,0.05,0.17,10,4,40.0,0.93,0.37,0.2,0.5,19.3,0.6,0.6,0.06,1.4,1.4,29.44,37.29,78.9,439.35,117.48,1.2,0.9,-0.2,1.21,2.71,0.93,0.0,4.67,48.0373831775701,2.710280373831776,1.2149532710280375,44.8,27.289719626168225,172.61682242990656,80.46728971962618,2.242990654205608,2.5233644859813085,0.5607476635514019,1.869158878504673,1.588785046728972,34.29906542056075,3.0841121495327104,2.34,1.4,0.84,1.78,47.4,1.21,0.09,1.12,0.56,0.47,0.0
80,81,Miguel Almirón,PAR,FW,Newcastle Utd,Premier League,29.0,33,23,1937,21.5,3,1,4,3,0.14,0.05,0.21,0.12,0.33,0.21,0.33,41,12,29.3,1.91,0.56,0.07,0.25,16.1,4.5,4.5,0.11,-1.5,-1.5,31.07,37.26,83.4,419.67,85.86,2.6,2.4,-1.6,1.12,1.77,0.98,0.14,3.63,47.86046511627907,2.4186046511627906,1.069767441860465,44.2,30.32558139534884,208.74418604651163,105.86046511627907,3.627906976744186,2.0,1.0232558139534884,1.3953488372093024,1.255813953488372,34.46511627906977,7.534883720930233,1.67,1.12,0.51,1.35,37.9,1.35,0.09,1.26,0.47,0.6,0.0
81,82,Pontus Almqvist,SWE,"FW,MF",Lecce,Serie A,24.0,30,25,2107,23.4,2,1,3,2,0.09,0.04,0.1,0.12,0.22,0.1,0.22,40,15,37.5,1.71,0.64,0.05,0.13,19.7,2.3,2.3,0.06,-0.3,-0.3,15.0,20.43,73.4,200.38,45.77,2.7,1.8,-1.7,1.15,0.6,0.51,0.17,1.37,33.29059829059829,3.9743589743589753,1.5811965811965814,39.8,21.581196581196583,172.991452991453,82.47863247863248,3.076923076923077,2.0085470085470085,1.4957264957264955,2.5213675213675217,1.6666666666666667,23.846153846153847,5.854700854700855,1.92,1.24,0.98,2.18,45.1,0.9,0.09,0.81,0.6,0.43,0.0
83,84,Adrià Altimira,ESP,"DF,MF",Villarreal,La Liga,22.0,11,10,775,8.6,0,0,0,0,0.0,0.0,0.0,0.01,0.02,0.0,0.02,1,0,0.0,0.12,0.0,0.0,,27.2,0.0,0.0,0.03,0.0,0.0,45.23,54.07,83.7,764.88,248.02,0.1,0.2,-0.1,0.23,2.91,0.58,0.23,3.37,64.18604651162791,1.8604651162790695,1.2790697674418603,68.8,29.88372093023256,155.58139534883722,74.88372093023256,1.162790697674419,0.6976744186046512,0.0,0.813953488372093,0.5813953488372093,38.25581395348837,1.744186046511628,1.86,0.81,1.05,2.79,37.5,2.09,0.58,1.51,0.58,2.09,0.0
85,86,Edson Álvarez,MEX,MF,West Ham,Premier League,25.0,31,28,2377,26.4,1,1,2,1,0.04,0.04,0.05,0.02,0.07,0.05,0.07,17,3,17.6,0.64,0.11,0.06,0.33,21.1,1.3,1.3,0.08,-0.3,-0.3,39.13,45.72,85.6,647.08,197.92,0.6,0.8,0.4,0.45,3.3,0.23,0.04,3.45,60.56818181818182,1.590909090909091,1.0227272727272727,64.3,33.71212121212121,194.9621212121212,84.35606060606061,0.7575757575757576,1.0227272727272727,0.0378787878787878,1.4393939393939394,1.1363636363636365,35.909090909090914,0.9848484848484848,3.03,1.48,1.17,2.5,47.0,2.23,0.76,1.48,1.59,3.07,0.0
86,87,Gastón Álvarez,URU,DF,Getafe,La Liga,23.0,34,29,2537,28.2,2,0,2,2,0.07,0.0,0.03,0.02,0.05,0.03,0.05,14,3,21.4,0.5,0.11,0.14,0.67,16.5,0.7,0.7,0.05,1.3,1.3,26.74,36.06,74.1,499.54,177.87,0.6,0.4,-0.6,0.28,2.27,0.18,0.11,2.23,46.98581560283688,0.7446808510638298,0.3191489361702128,42.9,19.78723404255319,89.25531914893617,45.49645390070922,0.3900709219858156,0.425531914893617,0.0,0.9574468085106383,0.3546099290780142,22.127659574468087,1.4184397163120568,2.41,1.31,1.31,2.02,64.9,1.42,0.39,1.03,1.24,2.84,0.0
87,88,Hugo Álvarez,ESP,"MF,DF",Celta Vigo,La Liga,20.0,12,8,762,8.5,1,1,2,1,0.12,0.12,0.12,0.18,0.3,0.12,0.3,12,4,33.3,1.42,0.47,0.08,0.25,13.9,1.0,1.0,0.09,0.0,0.0,44.71,53.53,83.5,609.29,169.06,1.5,1.8,-0.5,2.24,2.24,1.76,0.35,4.0,63.05882352941177,3.411764705882353,1.8823529411764703,55.2,37.64705882352941,220.58823529411765,130.35294117647058,4.235294117647059,1.7647058823529411,1.8823529411764703,1.7647058823529411,1.5294117647058822,42.23529411764706,9.411764705882351,1.65,1.06,1.06,2.35,45.0,0.47,0.12,0.35,0.59,1.06,0.0
88,89,Julián Álvarez,ARG,"MF,FW",Manchester City,Premier League,23.0,36,31,2647,29.4,11,8,19,9,0.37,0.27,0.44,0.22,0.66,0.39,0.61,96,37,38.5,3.26,1.26,0.09,0.24,17.8,13.0,11.5,0.12,-2.0,-2.5,34.39,42.79,80.4,475.41,101.77,6.4,6.3,1.6,2.28,1.46,1.39,0.14,3.5,52.85714285714286,1.4285714285714286,0.6802721088435374,47.6,31.08843537414966,151.66666666666669,71.15646258503402,2.17687074829932,2.006802721088436,0.9523809523809524,1.9047619047619049,1.2244897959183674,37.51700680272109,6.122448979591837,0.82,0.44,0.27,1.09,25.0,1.02,0.0,1.02,0.07,0.48,0.03
89,90,Yeray Álvarez,ESP,DF,Athletic Club,La Liga,28.0,19,14,1152,12.8,0,0,0,0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,7,2,28.6,0.55,0.16,0.0,0.0,14.2,0.3,0.3,0.04,-0.3,-0.3,44.69,55.47,80.6,919.69,326.64,0.1,0.4,-0.1,0.23,2.97,0.23,0.0,4.3,63.28125,0.234375,0.15625,66.7,33.4375,210.078125,145.0,1.015625,0.703125,0.078125,0.625,0.0,37.890625,0.15625,1.41,0.7,0.94,1.48,63.2,0.62,0.39,0.23,0.86,2.66,0.08
92,93,Papa Amadou Diallo,SEN,FW,Metz,Ligue 1,19.0,16,9,889,9.9,2,1,3,2,0.2,0.1,0.26,0.09,0.35,0.26,0.35,13,5,38.5,1.32,0.51,0.15,0.4,14.7,2.6,2.6,0.2,-0.6,-0.6,16.87,25.96,65.0,275.35,90.81,0.9,0.7,0.1,1.21,1.72,0.61,0.2,3.03,40.90909090909091,4.343434343434343,1.616161616161616,37.2,26.16161616161616,185.75757575757572,81.41414141414141,2.525252525252525,1.818181818181818,0.5050505050505051,2.8282828282828283,0.9090909090909092,23.83838383838384,6.565656565656566,1.82,0.81,0.71,2.12,33.3,1.11,0.1,1.01,1.11,1.62,0.0
93,94,Selim Amallah,MAR,"FW,MF",Valencia,La Liga,26.0,20,7,604,6.7,0,1,1,0,0.0,0.15,0.06,0.05,0.11,0.06,0.11,11,4,36.4,1.64,0.6,0.0,0.0,21.9,0.4,0.4,0.04,-0.4,-0.4,17.91,24.48,73.2,244.03,68.06,0.3,0.3,0.7,0.6,1.64,0.45,0.0,3.13,43.73134328358209,6.26865671641791,2.686567164179104,42.9,25.67164179104477,142.38805970149252,53.43283582089552,1.044776119402985,1.9402985074626864,0.2985074626865671,4.328358208955224,2.238805970149253,28.507462686567163,5.3731343283582085,2.54,1.79,0.45,1.34,33.3,1.94,0.0,1.94,1.64,0.9,0.0
97,98,Zeki Amdouni,SUI,FW,Burnley,Premier League,22.0,34,27,1953,21.7,5,1,6,4,0.23,0.05,0.27,0.07,0.33,0.23,0.3,48,21,43.8,2.21,0.97,0.08,0.19,17.8,5.8,5.0,0.1,-0.8,-1.0,18.25,23.04,79.2,287.05,53.13,1.4,1.3,-0.4,0.74,1.29,0.41,0.0,2.26,36.3594470046083,4.055299539170507,1.336405529953917,33.0,21.566820276497698,148.80184331797236,76.22119815668204,2.903225806451613,1.3824884792626728,0.9216589861751152,3.087557603686636,1.4746543778801844,23.640552995391705,4.285714285714286,1.24,0.83,0.32,1.15,28.0,1.06,0.46,0.6,0.41,0.46,0.0
98,99,Kelvin Amian,FRA,DF,Nantes,Ligue 1,25.0,12,11,798,8.9,0,1,1,0,0.0,0.11,0.01,0.07,0.07,0.01,0.07,1,0,0.0,0.11,0.0,0.0,,22.8,0.1,0.1,0.05,-0.1,-0.1,30.11,39.33,76.6,487.19,200.22,0.6,0.7,0.4,0.56,2.92,0.45,0.22,3.15,48.31460674157303,0.7865168539325842,0.3370786516853932,42.9,27.191011235955056,157.52808988764045,68.42696629213484,1.348314606741573,1.1235955056179774,0.0,1.2359550561797752,0.7865168539325842,26.06741573033708,2.359550561797753,1.8,0.79,1.24,1.69,73.3,0.67,0.0,0.67,0.79,3.15,0.0
100,101,Michael Amir Murillo,PAN,DF,Marseille,Ligue 1,27.0,16,10,997,11.1,3,2,5,3,0.27,0.18,0.07,0.11,0.18,0.07,0.18,6,4,66.7,0.54,0.36,0.5,0.75,16.8,0.8,0.8,0.14,2.2,2.2,44.32,54.23,81.7,743.06,224.95,1.2,1.2,0.8,0.63,2.34,0.72,0.18,3.15,63.333333333333336,1.7117117117117118,1.0810810810810811,63.2,43.78378378378378,200.2702702702703,72.52252252252252,0.5405405405405406,0.990990990990991,0.2702702702702703,0.8108108108108109,0.7207207207207208,40.36036036036036,4.684684684684685,2.07,0.99,1.35,2.07,65.2,0.81,0.18,0.63,0.99,3.06,0.18
101,102,Nadiem Amiri,GER,MF,Mainz 05,Bundesliga,26.0,15,15,1315,14.6,1,4,5,1,0.07,0.27,0.15,0.3,0.45,0.1,0.39,35,8,22.9,2.4,0.55,0.03,0.13,26.8,2.2,1.4,0.04,-1.2,-0.4,38.84,54.66,71.1,732.88,293.7,4.3,4.1,-0.3,3.56,4.79,1.16,0.21,6.03,67.3972602739726,3.767123287671233,1.7123287671232876,45.5,32.19178082191781,168.08219178082192,74.93150684931507,1.095890410958904,1.7123287671232876,0.3424657534246575,1.5068493150684932,1.3013698630136987,35.89041095890411,1.5068493150684932,1.51,0.96,0.89,1.3,68.4,1.1,0.14,0.96,0.96,1.23,0.0
104,105,Sofyan Amrabat,MAR,"MF,DF",Manchester Utd,Premier League,26.0,21,10,938,10.4,0,0,0,0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,3,0,0.0,0.29,0.0,0.0,,26.1,0.1,0.1,0.02,-0.1,-0.1,55.58,63.85,87.0,991.15,264.13,0.3,0.4,-0.3,0.58,5.96,0.58,0.1,6.35,74.03846153846153,0.9615384615384616,0.5769230769230769,60.0,47.01923076923077,227.1153846153846,91.0576923076923,0.5769230769230769,0.7692307692307692,0.0,0.8653846153846153,1.0576923076923077,52.40384615384615,0.9615384615384616,2.6,1.54,1.63,2.98,54.8,1.92,0.67,1.25,0.77,1.83,0.19
