Rk,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,xG,npxG,npxG/Sh,G-xG,np:G-xG
866,8,3,37.5,1.76,0.66,0.13,0.33,15.1,1.5,0.7,0.09,+0.5,+0.3
867,45,13,28.9,1.83,0.53,0.04,0.15,21.3,6.2,4.6,0.10,-3.2,-2.6
868,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
869,5,2,40.0,0.89,0.36,0.40,1.00,18.9,0.7,0.7,0.14,+1.3,+1.3
870,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
871,1,0,0.0,0.20,0.00,0.00,,16.2,0.0,0.0,0.02,0.0,0.0
872,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
873,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
874,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
875,3,0,0.0,0.15,0.00,0.00,,17.1,0.1,0.1,0.04,-0.1,-0.1
876,9,1,11.1,0.40,0.04,0.11,1.00,22.0,0.6,0.6,0.07,+0.4,+0.4
877,5,2,40.0,6.08,2.43,0.20,0.50,16.4,1.2,1.2,0.24,-0.2,-0.2
878,1,0,0.0,5.29,0.00,0.00,,8.8,0.1,0.1,0.08,-0.1,-0.1
879,2,0,0.0,5.14,0.00,0.00,,18.3,0.1,0.1,0.07,-0.1,-0.1
880,12,4,33.3,0.62,0.21,0.08,0.25,21.8,1.0,1.0,0.09,0.0,0.0
881,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
882,4,0,0.0,1.24,0.00,0.00,,18.3,0.1,0.1,0.03,-0.1,-0.1
883,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
884,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
885,32,10,31.3,1.66,0.52,0.03,0.10,25.4,1.7,1.7,0.05,-0.7,-0.7
886,105,48,45.7,3.31,1.51,0.18,0.40,18.5,10.3,10.3,0.10,+8.7,+8.7
887,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
888,9,7,77.8,1.45,1.13,0.33,0.43,14.2,1.8,1.8,0.20,+1.2,+1.2
889,52,13,25.0,1.74,0.43,0.08,0.31,19.6,5.0,5.0,0.10,-1.0,-1.0
890,12,0,0.0,0.39,0.00,0.00,,20.8,0.5,0.5,0.04,-0.5,-0.5
891,3,0,0.0,0.15,0.00,0.00,,15.6,0.2,0.2,0.07,-0.2,-0.2
892,47,14,29.8,1.52,0.45,0.11,0.36,19.8,4.0,3.9,0.08,+1.0,+1.1
893,1,0,0.0,1.96,0.00,0.00,,13.0,0.4,0.4,0.36,-0.4,-0.4
894,7,3,42.9,1.48,0.63,0.00,0.00,20.1,0.3,0.3,0.04,-0.3,-0.3
895,17,5,29.4,1.33,0.39,0.18,0.60,18.2,1.8,1.8,0.11,+1.2,+1.2
896,11,4,36.4,2.13,0.78,0.18,0.50,22.5,1.4,0.6,0.05,+0.6,+1.4
897,1,0,0.0,1.29,0.00,0.00,,21.6,0.0,0.0,0.03,0.0,0.0
898,6,1,16.7,1.40,0.23,0.00,0.00,19.8,0.5,0.5,0.08,-0.5,-0.5
899,1,0,0.0,0.28,0.00,0.00,,27.2,0.0,0.0,0.01,0.0,0.0
900,34,16,47.1,1.61,0.76,0.15,0.31,14.6,4.5,4.5,0.13,+0.5,+0.5
901,7,1,14.3,0.34,0.05,0.00,0.00,16.9,0.6,0.6,0.09,-0.6,-0.6
902,6,2,33.3,0.51,0.17,0.17,0.50,12.8,0.4,0.4,0.07,+0.6,+0.6
903,8,2,25.0,3.10,0.78,0.00,0.00,21.8,0.4,0.4,0.05,-0.4,-0.4
904,4,0,0.0,0.29,0.00,0.00,,18.3,0.3,0.3,0.07,-0.3,-0.3
905,29,8,27.6,1.19,0.33,0.07,0.25,21.7,3.7,2.1,0.08,-0.7,-0.1
906,3,2,66.7,1.45,0.97,0.00,0.00,16.6,0.3,0.3,0.11,-0.3,-0.3
907,32,13,40.6,3.02,1.23,0.19,0.46,11.4,7.1,7.1,0.22,-1.1,-1.1
908,3,1,33.3,2.45,0.82,0.00,0.00,28.7,0.1,0.1,0.03,-0.1,-0.1
909,30,4,13.3,0.86,0.11,0.07,0.50,20.5,1.7,1.7,0.06,+0.3,+0.3
910,14,4,28.6,0.48,0.14,0.07,0.25,17.4,1.2,1.2,0.09,-0.2,-0.2
911,7,1,14.3,0.29,0.04,0.14,1.00,25.1,0.2,0.2,0.04,+0.8,+0.8
912,12,2,16.7,0.69,0.11,0.00,0.00,15.7,0.6,0.6,0.05,-0.6,-0.6
913,55,21,38.2,2.20,0.84,0.16,0.43,13.9,8.2,8.2,0.15,+0.8,+0.8
914,29,11,37.9,1.68,0.64,0.07,0.18,17.8,2.6,2.6,0.09,-0.6,-0.6
915,53,24,45.3,1.86,0.84,0.15,0.33,17.7,6.6,5.8,0.11,+1.4,+2.2
916,2,0,0.0,5.00,0.00,0.00,,8.1,0.2,0.2,0.08,-0.2,-0.2
917,46,10,21.7,3.01,0.65,0.02,0.10,19.0,3.2,3.2,0.07,-2.2,-2.2
918,5,1,20.0,2.50,0.50,0.00,0.00,15.6,0.5,0.5,0.09,-0.5,-0.5
919,50,23,46.0,2.03,0.94,0.18,0.39,12.2,12.4,10.0,0.20,-0.4,-1.0
920,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
921,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
922,11,5,45.5,0.78,0.35,0.18,0.40,12.4,1.6,1.6,0.14,+0.4,+0.4
923,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
924,13,5,38.5,1.57,0.60,0.23,0.60,22.5,1.3,0.5,0.04,+2.7,+2.5
925,9,4,44.4,5.03,2.24,0.11,0.25,22.2,0.6,0.6,0.07,+0.4,+0.4
926,36,9,25.0,1.37,0.34,0.03,0.11,17.8,2.9,2.9,0.08,-1.9,-1.9
927,66,24,36.4,3.60,1.31,0.12,0.33,15.4,9.0,9.0,0.14,-1.0,-1.0
928,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
929,3,1,33.3,0.25,0.08,0.00,0.00,20.8,0.1,0.1,0.05,-0.1,-0.1
930,11,2,18.2,0.47,0.09,0.09,0.50,25.4,0.3,0.3,0.03,+0.7,+0.7
931,1,1,100.0,8.18,8.18,0.00,0.00,14.1,0.0,0.0,0.03,0.0,0.0
932,48,17,35.4,1.38,0.49,0.10,0.29,20.4,4.2,4.2,0.09,+0.8,+0.8
933,15,3,20.0,0.54,0.11,0.00,0.00,22.0,0.5,0.5,0.04,-0.5,-0.5
934,6,1,16.7,0.45,0.08,0.00,0.00,31.2,0.1,0.1,0.01,-0.1,-0.1
935,27,10,37.0,1.81,0.67,0.07,0.20,19.8,3.4,1.9,0.07,+0.6,+0.1
936,26,7,26.9,1.24,0.33,0.15,0.57,22.2,1.3,1.3,0.05,+2.7,+2.7
937,6,0,0.0,2.93,0.00,0.00,,10.8,0.4,0.4,0.07,-0.4,-0.4
938,39,12,30.8,1.10,0.34,0.08,0.25,26.4,1.8,1.8,0.05,+1.2,+1.2
939,45,17,37.8,1.64,0.62,0.13,0.35,16.0,6.2,6.2,0.14,-0.2,-0.2
940,6,3,50.0,0.72,0.36,0.17,0.33,13.6,0.8,0.8,0.13,+0.2,+0.2
941,15,2,13.3,0.58,0.08,0.00,0.00,9.8,1.0,1.0,0.06,-1.0,-1.0
942,1,0,0.0,1.58,0.00,0.00,,11.0,0.0,0.0,0.05,0.0,0.0
943,16,6,37.5,0.55,0.20,0.31,0.83,9.4,2.8,2.8,0.18,+2.2,+2.2
944,9,1,11.1,0.58,0.06,0.11,1.00,20.9,0.5,0.5,0.06,+0.5,+0.5
945,17,8,47.1,3.04,1.43,0.12,0.25,22.2,1.3,1.3,0.08,+0.7,+0.7
946,1,1,100.0,4.74,4.74,0.00,0.00,19.1,0.0,0.0,0.03,0.0,0.0
947,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
948,10,1,10.0,2.14,0.21,0.10,1.00,14.3,0.9,0.9,0.09,+0.1,+0.1
949,28,10,35.7,1.63,0.58,0.11,0.30,18.0,2.3,2.3,0.08,+0.7,+0.7
950,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
951,11,5,45.5,1.09,0.50,0.00,0.00,24.0,0.5,0.5,0.05,-0.5,-0.5
952,2,1,50.0,0.32,0.16,0.50,1.00,14.4,0.1,0.1,0.06,+0.9,+0.9
953,100,27,27.0,3.51,0.95,0.07,0.26,15.8,8.4,8.3,0.08,-1.4,-1.3
954,41,10,24.4,1.23,0.30,0.02,0.10,22.1,2.7,2.7,0.07,-1.7,-1.7
955,12,3,25.0,2.23,0.56,0.00,0.00,18.9,0.7,0.7,0.06,-0.7,-0.7
956,12,5,41.7,0.48,0.20,0.00,0.00,26.8,0.3,0.3,0.03,-0.3,-0.3
957,35,7,20.0,1.19,0.24,0.11,0.57,14.3,5.5,5.5,0.16,-1.5,-1.5
958,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
959,9,4,44.4,0.86,0.38,0.11,0.25,15.2,0.9,0.9,0.11,+0.1,+0.1
960,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
961,23,8,34.8,1.74,0.60,0.13,0.38,17.0,1.2,1.2,0.05,+1.8,+1.8
962,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
963,14,4,28.6,1.67,0.48,0.07,0.25,20.1,0.8,0.8,0.05,+0.2,+0.2
964,10,3,30.0,0.58,0.17,0.00,0.00,18.3,0.7,0.7,0.07,-0.7,-0.7
965,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
966,18,5,27.8,0.53,0.15,0.11,0.40,12.6,1.6,1.6,0.09,+0.4,+0.4
967,3,1,33.3,0.58,0.19,0.00,0.00,22.7,0.4,0.4,0.12,-0.4,-0.4
968,19,9,47.4,1.05,0.50,0.11,0.22,16.2,1.9,1.9,0.10,+0.1,+0.1
969,2,0,0.0,3.33,0.00,0.00,,21.5,0.1,0.1,0.07,-0.1,-0.1
970,3,2,66.7,1.48,0.99,0.00,0.00,17.5,0.1,0.1,0.04,-0.1,-0.1
971,9,2,22.2,1.10,0.24,0.11,0.50,22.5,0.3,0.3,0.03,+0.7,+0.7
972,3,2,66.7,0.43,0.29,0.33,0.50,9.7,0.4,0.4,0.13,+0.6,+0.6
973,70,13,18.6,2.00,0.37,0.06,0.31,19.8,6.9,6.1,0.09,-1.9,-2.1
974,19,9,47.4,0.99,0.47,0.16,0.33,9.6,2.4,2.4,0.13,+0.6,+0.6
975,4,1,25.0,1.72,0.43,0.00,0.00,13.9,0.8,0.8,0.19,-0.8,-0.8
976,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
977,8,2,25.0,0.40,0.10,0.00,0.00,16.2,0.5,0.5,0.07,-0.5,-0.5
978,5,1,20.0,2.17,0.43,0.20,1.00,13.5,0.3,0.3,0.06,+0.7,+0.7
979,25,5,20.0,1.06,0.21,0.00,0.00,25.4,1.0,1.0,0.04,-1.0,-1.0
980,18,3,16.7,0.80,0.13,0.06,0.33,12.2,1.4,1.4,0.08,-0.4,-0.4
981,9,2,22.2,1.51,0.33,0.00,0.00,26.8,0.4,0.4,0.05,-0.4,-0.4
982,7,4,57.1,0.33,0.19,0.00,0.00,7.7,1.4,1.4,0.20,-1.4,-1.4
983,72,29,40.3,2.74,1.10,0.15,0.38,12.6,14.2,10.2,0.14,+0.8,+0.8
984,9,1,11.1,0.59,0.07,0.00,0.00,14.1,0.5,0.5,0.05,-0.5,-0.5
985,17,6,35.3,3.54,1.25,0.18,0.50,12.9,2.4,2.4,0.15,+0.6,+0.6
986,15,3,20.0,1.21,0.24,0.00,0.00,12.0,1.7,1.7,0.12,-1.7,-1.7
987,4,3,75.0,0.36,0.27,0.00,0.00,7.9,0.5,0.5,0.14,-0.5,-0.5
988,1,0,0.0,0.14,0.00,0.00,,12.9,0.0,0.0,0.02,0.0,0.0
989,44,19,43.2,1.84,0.80,0.14,0.32,21.5,3.4,3.4,0.08,+2.6,+2.6
990,8,4,50.0,1.42,0.71,0.13,0.25,22.4,0.3,0.3,0.04,+0.7,+0.7
991,34,7,20.6,1.19,0.25,0.00,0.00,23.6,2.0,2.0,0.06,-2.0,-2.0
992,26,7,26.9,0.88,0.24,0.08,0.29,18.5,1.7,1.7,0.07,+0.3,+0.3
993,10,5,50.0,0.32,0.16,0.10,0.20,9.9,1.6,1.6,0.16,-0.6,-0.6
994,19,2,10.5,0.96,0.10,0.00,0.00,19.9,0.8,0.8,0.04,-0.8,-0.8
995,16,6,37.5,1.24,0.46,0.00,0.00,14.3,1.6,1.6,0.10,-1.6,-1.6
996,19,7,36.8,0.85,0.31,0.16,0.43,21.3,1.7,1.7,0.09,+1.3,+1.3
997,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
998,2,0,0.0,3.40,0.00,0.00,,15.4,0.2,0.2,0.12,-0.2,-0.2
999,16,7,43.8,1.65,0.72,0.13,0.29,17.0,1.5,1.5,0.09,+0.5,+0.5
1000,3,1,33.3,2.01,0.67,0.00,0.00,17.1,0.6,0.6,0.19,-0.6,-0.6
1001,13,3,23.1,0.90,0.21,0.08,0.33,24.5,0.4,0.4,0.03,+0.6,+0.6
1002,13,3,23.1,0.46,0.11,0.15,0.67,10.3,2.3,2.3,0.18,-0.3,-0.3
1003,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
1004,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
1005,14,4,28.6,0.51,0.15,0.07,0.25,21.3,0.5,0.5,0.03,+0.5,+0.5
1006,1,0,0.0,1.03,0.00,0.00,,29.8,0.0,0.0,0.02,0.0,0.0
1007,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
1008,13,5,38.5,0.91,0.35,0.08,0.20,18.3,1.2,1.2,0.09,-0.2,-0.2
1009,84,33,39.3,3.95,1.55,0.13,0.33,16.6,10.4,8.0,0.10,+1.6,+3.0
1010,17,5,29.4,2.36,0.69,0.00,0.00,19.3,1.7,1.7,0.10,-1.7,-1.7
1011,2,0,0.0,1.15,0.00,0.00,,17.1,0.1,0.1,0.04,-0.1,-0.1
1012,80,29,36.3,2.49,0.90,0.13,0.34,17.3,10.2,9.4,0.12,+0.8,+0.6
1013,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
1014,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
1015,56,14,25.0,2.25,0.56,0.11,0.43,17.5,5.0,5.0,0.09,+1.0,+1.0
1016,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
1017,15,6,40.0,0.47,0.19,0.07,0.17,23.4,0.7,0.7,0.05,+0.3,+0.3
1018,32,10,31.3,1.26,0.39,0.19,0.60,12.0,2.1,2.1,0.07,+3.9,+3.9
1019,13,6,46.2,0.57,0.26,0.23,0.50,14.2,2.9,2.9,0.26,+0.1,+0.1
1020,78,26,33.3,3.40,1.13,0.09,0.27,15.2,7.4,7.3,0.09,-0.4,-0.3
1021,23,3,13.0,0.80,0.10,0.04,0.33,15.9,1.3,1.3,0.06,-0.3,-0.3
1022,1,0,0.0,0.87,0.00,0.00,,30.8,0.0,0.0,0.02,0.0,0.0
1023,5,1,20.0,0.21,0.04,0.20,1.00,13.8,0.3,0.3,0.07,+0.7,+0.7
1024,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
1025,14,5,35.7,2.08,0.74,0.07,0.20,18.5,2.6,1.9,0.13,-1.6,-0.9
1026,23,5,21.7,1.15,0.25,0.00,0.00,20.0,1.1,1.1,0.05,-1.1,-1.1
1027,23,8,34.8,1.85,0.64,0.04,0.13,20.6,2.0,2.0,0.09,-1.0,-1.0
1028,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
1029,2,0,0.0,5.81,0.00,0.00,,23.1,0.1,0.1,0.05,-0.1,-0.1
1030,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
1031,22,5,22.7,1.96,0.45,0.14,0.60,16.1,2.1,2.1,0.09,+0.9,+0.9
1032,99,31,31.3,3.35,1.05,0.06,0.19,20.9,8.8,6.4,0.06,-0.8,-0.4
1033,74,26,35.1,3.96,1.39,0.09,0.27,14.2,9.2,9.2,0.13,-2.2,-2.2
1034,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
1035,75,29,38.7,2.55,0.99,0.16,0.41,17.3,12.3,9.3,0.12,+3.7,+2.7
1036,42,12,28.6,1.63,0.46,0.05,0.17,21.9,7.7,3.0,0.07,+0.3,-1.0
1037,21,6,28.6,0.82,0.24,0.05,0.17,27.0,1.2,1.2,0.06,-0.2,-0.2
1038,71,23,32.4,2.30,0.74,0.14,0.43,21.7,5.7,5.7,0.08,+4.3,+4.3
1039,4,1,25.0,0.45,0.11,0.00,0.00,18.1,0.3,0.3,0.09,-0.3,-0.3
1040,54,18,33.3,1.56,0.52,0.06,0.17,19.8,6.5,5.7,0.11,-2.5,-2.7
1041,30,12,40.0,1.65,0.66,0.13,0.33,18.2,3.5,3.5,0.12,+0.5,+0.5
1042,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
1043,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
1044,5,0,0.0,1.01,0.00,0.00,,24.4,0.1,0.1,0.03,-0.1,-0.1
1045,14,5,35.7,2.55,0.91,0.07,0.20,16.9,1.8,1.8,0.13,-0.8,-0.8
1046,19,3,15.8,0.98,0.15,0.05,0.33,24.1,0.8,0.8,0.04,+0.2,+0.2
1047,15,5,33.3,1.07,0.36,0.07,0.20,17.5,1.1,1.1,0.07,-0.1,-0.1
1048,26,8,30.8,2.46,0.76,0.12,0.38,19.6,2.3,2.3,0.09,+0.7,+0.7
1049,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
1050,5,0,0.0,0.22,0.00,0.00,,9.7,0.6,0.6,0.13,-0.6,-0.6
1051,26,6,23.1,0.99,0.23,0.08,0.33,19.2,1.6,1.6,0.06,+0.4,+0.4
1052,2,2,100.0,9.47,9.47,0.00,0.00,14.2,0.5,0.5,0.27,-0.5,-0.5
1053,42,14,33.3,1.51,0.50,0.10,0.29,24.3,2.7,2.7,0.06,+1.3,+1.3
1054,18,6,33.3,1.36,0.45,0.17,0.50,19.1,2.4,2.4,0.14,+0.6,+0.6
1055,1,0,0.0,2.00,0.00,0.00,,12.5,0.0,0.0,0.01,0.0,0.0
1056,46,20,43.5,2.67,1.16,0.09,0.20,12.4,8.4,6.8,0.15,-2.4,-2.8
1057,16,2,12.5,0.49,0.06,0.06,0.50,23.2,0.7,0.7,0.04,+0.3,+0.3
1058,8,2,25.0,0.94,0.24,0.13,0.50,20.3,0.4,0.4,0.05,+0.6,+0.6
1059,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
1060,21,8,38.1,3.34,1.27,0.10,0.25,15.1,1.6,1.6,0.07,+0.4,+0.4
1061,21,5,23.8,0.76,0.18,0.10,0.40,23.3,1.1,1.1,0.05,+0.9,+0.9
1062,3,2,66.7,0.21,0.14,0.33,0.50,18.3,0.2,0.2,0.07,+0.8,+0.8
1063,48,16,33.3,1.32,0.44,0.15,0.44,17.8,4.8,4.8,0.10,+2.2,+2.2
1064,88,40,45.5,3.59,1.63,0.27,0.60,14.5,20.8,17.6,0.20,+7.2,+6.4
1065,4,1,25.0,4.86,1.22,0.25,1.00,12.1,0.8,0.8,0.19,+0.2,+0.2
1066,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
1067,12,1,8.3,0.53,0.04,0.08,1.00,11.3,1.1,1.1,0.09,-0.1,-0.1
1068,15,6,40.0,3.58,1.43,0.40,1.00,21.9,1.4,1.4,0.10,+4.6,+4.6
1069,45,9,20.0,1.51,0.30,0.00,0.00,28.3,1.8,1.8,0.04,-1.8,-1.8
1070,3,1,33.3,0.56,0.19,0.00,0.00,13.4,0.2,0.2,0.07,-0.2,-0.2
1071,41,15,36.6,1.23,0.45,0.10,0.27,17.8,7.3,5.7,0.14,-2.3,-1.7
1072,6,2,33.3,0.51,0.17,0.17,0.50,22.2,0.5,0.5,0.08,+0.5,+0.5
1073,36,8,22.2,1.21,0.27,0.08,0.38,13.0,4.0,4.0,0.11,-1.0,-1.0
1074,63,28,44.4,2.56,1.14,0.22,0.50,13.5,11.6,10.8,0.17,+2.4,+3.2
1075,15,5,33.3,0.77,0.26,0.00,0.00,18.2,0.9,0.9,0.06,-0.9,-0.9
1076,34,5,14.7,1.01,0.15,0.06,0.40,22.3,2.8,2.8,0.08,-0.8,-0.8
1077,52,19,36.5,1.55,0.57,0.19,0.53,20.8,9.9,5.8,0.11,+4.1,+4.2
1078,32,13,40.6,1.24,0.50,0.13,0.31,15.6,3.1,3.1,0.10,+0.9,+0.9
1079,16,6,37.5,0.77,0.29,0.06,0.17,10.5,3.5,3.5,0.22,-2.5,-2.5
1080,4,0,0.0,0.20,0.00,0.00,,13.7,0.2,0.2,0.04,-0.2,-0.2
1081,113,50,44.2,3.99,1.76,0.18,0.40,11.9,29.2,22.9,0.20,-2.2,-2.9
1082,1,1,100.0,1.00,1.00,0.00,0.00,14.5,0.1,0.1,0.10,-0.1,-0.1
1083,15,3,20.0,1.11,0.22,0.07,0.33,19.1,0.9,0.8,0.05,+0.1,+0.2
1084,43,22,51.2,2.87,1.47,0.23,0.45,19.9,3.9,3.9,0.09,+6.1,+6.1
1085,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
1086,42,11,26.2,1.54,0.40,0.07,0.27,16.7,4.3,3.5,0.08,-1.3,-0.5
1087,1,0,0.0,0.80,0.00,0.00,,15.3,0.0,0.0,0.04,0.0,0.0
1088,26,8,30.8,2.91,0.90,0.00,0.00,23.9,2.8,2.0,0.08,-2.8,-2.0
1089,21,9,42.9,1.24,0.53,0.10,0.22,22.7,1.1,1.1,0.05,+0.9,+0.9
1090,3,0,0.0,0.36,0.00,0.00,,11.9,0.1,0.1,0.05,-0.1,-0.1
1091,8,3,37.5,1.83,0.69,0.00,0.00,19.1,0.4,0.4,0.05,-0.4,-0.4
1092,42,12,28.6,1.96,0.56,0.10,0.33,19.8,4.2,4.2,0.10,-0.2,-0.2
1093,11,4,36.4,1.27,0.46,0.09,0.25,20.8,0.3,0.3,0.03,+0.7,+0.7
1094,7,2,28.6,1.59,0.45,0.00,0.00,10.7,0.9,0.9,0.13,-0.9,-0.9
1095,49,13,26.5,1.52,0.40,0.08,0.31,23.5,3.0,3.0,0.06,+1.0,+1.0
1096,4,1,25.0,0.36,0.09,0.25,1.00,6.6,0.7,0.7,0.17,+0.3,+0.3
1097,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
1098,4,0,0.0,0.47,0.00,0.00,,18.6,0.1,0.1,0.03,-0.1,-0.1
1099,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
1100,33,8,24.2,1.63,0.40,0.03,0.13,17.7,3.7,3.7,0.11,-2.7,-2.7
1101,1,1,100.0,1.20,1.20,0.00,0.00,11.2,0.3,0.3,0.28,-0.3,-0.3
1102,34,9,26.5,1.38,0.37,0.09,0.33,17.8,3.6,3.6,0.11,-0.6,-0.6
1103,32,11,34.4,2.83,0.97,0.06,0.18,21.1,3.1,2.3,0.07,-0.1,-0.3
1104,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
1105,2,0,0.0,0.30,0.00,0.00,,18.1,0.1,0.1,0.05,-0.1,-0.1
1106,11,3,27.3,0.89,0.24,0.00,0.00,18.1,0.3,0.3,0.03,-0.3,-0.3
1107,4,1,25.0,0.42,0.11,0.00,0.00,14.0,0.4,0.4,0.10,-0.4,-0.4
1108,68,27,39.7,2.32,0.92,0.18,0.44,12.4,12.3,11.6,0.17,+0.7,+0.4
1109,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
1110,15,6,40.0,0.57,0.23,0.00,0.00,11.3,1.2,1.2,0.08,-1.2,-1.2
1111,44,17,38.6,1.87,0.72,0.25,0.65,12.2,7.7,6.9,0.16,+4.3,+4.1
1112,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
1113,4,1,25.0,0.51,0.13,0.00,0.00,18.2,0.2,0.2,0.05,-0.2,-0.2
1114,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
1115,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
1116,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
1117,35,9,25.7,1.25,0.32,0.03,0.11,19.1,2.5,2.5,0.07,-1.5,-1.5
1118,8,3,37.5,1.19,0.44,0.13,0.33,18.3,0.3,0.3,0.04,+0.7,+0.7
1119,12,3,25.0,1.38,0.34,0.08,0.33,19.4,1.3,1.3,0.11,-0.3,-0.3
1120,18,3,16.7,2.63,0.44,0.00,0.00,15.9,1.2,1.2,0.07,-1.2,-1.2
1121,19,7,36.8,0.68,0.25,0.11,0.29,20.7,2.3,2.3,0.12,-0.3,-0.3
1122,2,0,0.0,0.45,0.00,0.00,,19.2,0.1,0.1,0.04,-0.1,-0.1
1123,13,7,53.8,3.50,1.89,0.23,0.43,13.9,3.3,2.5,0.19,-0.3,+0.5
1124,4,0,0.0,0.22,0.00,0.00,,21.5,0.1,0.1,0.02,-0.1,-0.1
1125,17,4,23.5,0.60,0.14,0.00,0.00,15.0,1.4,1.4,0.08,-1.4,-1.4
1126,30,8,26.7,1.07,0.29,0.03,0.13,24.0,1.4,1.4,0.05,-0.4,-0.4
1127,5,0,0.0,0.27,0.00,0.00,,16.0,0.3,0.3,0.06,-0.3,-0.3
1128,6,2,33.3,0.28,0.09,0.17,0.50,18.2,0.5,0.5,0.08,+0.5,+0.5
1129,1,1,100.0,0.12,0.12,1.00,1.00,2.2,1.0,1.0,0.95,0.0,0.0
1130,55,16,29.1,1.77,0.52,0.07,0.25,20.7,4.9,3.4,0.06,+0.1,+0.6
1131,1,0,0.0,0.12,0.00,0.00,,15.9,0.0,0.0,0.01,0.0,0.0
1132,4,0,0.0,0.22,0.00,0.00,,14.5,0.4,0.4,0.09,-0.4,-0.4
1133,14,2,14.3,1.22,0.17,0.00,0.00,21.2,0.7,0.7,0.05,-0.7,-0.7
1134,1,1,100.0,0.54,0.54,1.00,1.00,3.8,0.9,0.9,0.87,+0.1,+0.1
1135,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
1136,52,18,34.6,2.22,0.77,0.10,0.28,16.5,4.9,4.9,0.09,+0.1,+0.1
1137,4,0,0.0,4.19,0.00,0.00,,18.8,0.2,0.2,0.05,-0.2,-0.2
1138,3,3,100.0,0.92,0.92,0.67,0.67,6.2,0.7,0.7,0.23,+1.3,+1.3
1139,83,38,45.8,2.55,1.17,0.18,0.39,15.5,12.0,10.4,0.13,+5.0,+4.6
1140,7,1,14.3,0.88,0.13,0.00,0.00,25.3,0.2,0.2,0.03,-0.2,-0.2
1141,4,1,25.0,0.42,0.10,0.00,0.00,9.0,0.4,0.4,0.11,-0.4,-0.4
1142,4,2,50.0,0.38,0.19,0.00,0.00,9.1,0.2,0.2,0.05,-0.2,-0.2
1143,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
1144,18,6,33.3,1.09,0.36,0.06,0.17,14.2,1.9,1.9,0.11,-0.9,-0.9
1145,14,8,57.1,1.45,0.83,0.21,0.38,9.2,1.9,1.9,0.14,+1.1,+1.1
1146,18,6,33.3,3.53,1.18,0.11,0.33,14.6,3.1,3.1,0.17,-1.1,-1.1
1147,16,1,6.3,0.62,0.04,0.06,1.00,17.4,0.7,0.7,0.04,+0.3,+0.3
