,,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2346,2345.0,2256,Guido Rodríguez,ar ARG,MF,Betis,es La Liga,29,1994,20.5,2,18,7,38.9,0.88,0.34,0.11,0.29,20.5,0,0,0,0.7,0.7,0.04,+1.3,+1.3,Matches
2347,2346.0,2257,Jay Rodriguez,eng ENG,FW,Burnley,eng Premier League,34,1989,9.1,2,21,7,33.3,2.30,0.77,0.05,0.14,12.9,0,1,1,3.5,2.7,0.13,-1.5,-1.7,Matches
2348,2347.0,2258,Kirian Rodríguez,es ESP,MF,Las Palmas,es La Liga,27,1996,35.7,6,43,14,32.6,1.21,0.39,0.14,0.43,25.4,2,0,0,2.1,2.1,0.05,+3.9,+3.9,Matches
2349,2348.0,2259,Miguel Rodríguez,es ESP,MF,Celta Vigo,es La Liga,20,2003,3.3,0,6,0,0.0,1.80,0.00,0.00,,26.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
2350,2349.0,2260,Ricardo Rodríguez,ch SUI,DF,Torino,it Serie A,30,1992,30.8,1,11,2,18.2,0.36,0.06,0.09,0.50,27.2,2,0,0,0.3,0.3,0.03,+0.7,+0.7,Matches
2351,2350.0,2261,Rodrygo,br BRA,FW,Real Madrid,es La Liga,22,2001,26.4,10,86,35,40.7,3.25,1.32,0.12,0.29,15.2,4,0,1,11.7,10.9,0.13,-1.7,-0.9,Matches
2352,2351.0,2262,Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,24,1999,22.1,1,7,1,14.3,0.32,0.05,0.14,1.00,14.3,0,0,0,0.9,0.9,0.14,+0.1,+0.1,Matches
2353,2352.0,2263,Rogério,br BRA,DF,Wolfsburg,de Bundesliga,25,1998,10.1,1,4,2,50.0,0.40,0.20,0.25,0.50,15.3,0,0,0,0.3,0.3,0.09,+0.7,+0.7,Matches
2354,2353.0,2264,Morgan Rogers,eng ENG,"MF,FW",Aston Villa,eng Premier League,21,2002,7.1,3,11,5,45.5,1.55,0.71,0.27,0.60,14.8,0,0,0,1.4,1.4,0.12,+1.6,+1.6,Matches
2355,2354.0,2265,Merlin Röhl,de GER,"MF,FW",Freiburg,de Bundesliga,21,2002,16.4,2,24,8,33.3,1.46,0.49,0.08,0.25,15.1,0,0,0,2.0,2.0,0.08,0.0,0.0,Matches
2356,2355.0,2266,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,28,1995,26.8,0,11,5,45.5,0.41,0.19,0.00,0.00,12.0,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
2357,2356.0,2267,Simone Romagnoli,it ITA,DF,Frosinone,it Serie A,33,1990,30.2,1,12,1,8.3,0.40,0.03,0.08,1.00,8.8,0,0,0,1.2,1.2,0.10,-0.2,-0.2,Matches
2358,2357.0,2268,Carlos Romero,es ESP,DF,Villarreal,es La Liga,21,2001,2.9,0,2,1,50.0,0.69,0.34,0.00,0.00,11.1,0,0,0,0.4,0.4,0.20,-0.4,-0.4,Matches
2359,2358.0,2269,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,25,1998,31.0,5,24,9,37.5,0.77,0.29,0.21,0.56,10.5,0,0,0,3.5,3.5,0.14,+1.5,+1.5,Matches
2360,2359.0,2270,Luka Romero,ar ARG,"FW,MF",Milan,it Serie A,18,2004,1.0,0,1,0,0.0,1.02,0.00,0.00,,9.5,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
2361,2360.0,2271,Luka Romero,ar ARG,FW,Almería,es La Liga,18,2004,4.9,3,8,3,37.5,1.64,0.62,0.38,1.00,15.9,0,0,0,1.3,1.3,0.18,+1.7,+1.7,Matches
2362,2361.0,2272,Oriol Romeu,es ESP,MF,Barcelona,es La Liga,31,1991,10.4,0,10,2,20.0,0.96,0.19,0.00,0.00,23.6,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
2363,2362.0,2273,Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,28,1994,9.5,0,10,3,30.0,1.06,0.32,0.00,0.00,19.7,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
2364,2363.0,2274,Frank Ronstadt,de GER,"DF,MF",Darmstadt 98,de Bundesliga,26,1997,0.8,0,3,0,0.0,3.55,0.00,0.00,,24.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2365,2364.0,2275,Marten de Roon,nl NED,"MF,DF",Atalanta,it Serie A,32,1991,28.9,0,16,3,18.8,0.55,0.10,0.00,0.00,24.5,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
2366,2365.0,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2367,2366.0,2276,Unai Ropero,es ESP,MF,Alavés,es La Liga,21,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2368,2367.0,2277,Vitor Roque,br BRA,FW,Barcelona,es La Liga,18,2005,3.6,2,13,6,46.2,3.57,1.65,0.15,0.33,13.7,0,0,0,2.5,2.5,0.20,-0.5,-0.5,Matches
2369,2368.0,2278,Pablo Rosario,nl NED,"MF,DF",Nice,fr Ligue 1,26,1997,22.3,0,16,2,12.5,0.72,0.09,0.00,0.00,13.1,0,0,0,1.2,1.2,0.08,-1.2,-1.2,Matches
2370,2369.0,2279,Valentin Rosier,fr FRA,"DF,MF",Nice,fr Ligue 1,26,1996,0.6,0,1,0,0.0,1.70,0.00,0.00,,23.3,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
2371,2370.0,2280,Francesco Rossi,it ITA,GK,Atalanta,it Serie A,32,1991,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2372,2371.0,2281,Joe Rothwell,eng ENG,MF,Bournemouth,eng Premier League,28,1995,4.3,0,2,0,0.0,0.47,0.00,0.00,,22.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2373,2372.0,2282,Anthony Rouault,fr FRA,DF,Stuttgart,de Bundesliga,22,2001,11.2,0,3,1,33.3,0.27,0.09,0.00,0.00,24.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
2374,2373.0,2283,Jérôme Roussillon,fr FRA,DF,Union Berlin,de Bundesliga,30,1993,8.4,0,7,4,57.1,0.84,0.48,0.00,0.00,20.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
2375,2374.0,2284,Nicolò Rovella,it ITA,MF,Lazio,it Serie A,21,2001,14.6,0,5,1,20.0,0.34,0.07,0.00,0.00,26.4,1,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
2376,2375.0,2285,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,29,1994,28.9,3,25,8,32.0,0.87,0.28,0.12,0.38,12.0,0,0,0,2.2,2.2,0.09,+0.8,+0.8,Matches
2377,2376.0,2286,Ruan,br BRA,DF,Sassuolo,it Serie A,24,1999,16.8,0,7,2,28.6,0.42,0.12,0.00,0.00,10.6,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
2378,2377.0,2287,Pelly Ruddock Mpanzu,cd COD,MF,Luton Town,eng Premier League,30,1993,12.2,0,11,1,9.1,0.90,0.08,0.00,0.00,19.7,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
2379,2378.0,2288,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,30,1993,30.1,1,19,2,10.5,0.63,0.07,0.05,0.50,16.0,0,0,0,1.5,1.5,0.08,-0.5,-0.5,Matches
2380,2379.0,2289,Fabian Rüdlin,de GER,MF,Freiburg,de Bundesliga,26,1997,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2381,2380.0,2290,Javier Rueda Garcia,es ESP,"MF,DF",Celta Vigo,es La Liga,21,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2382,2381.0,2291,Daniele Rugani,it ITA,DF,Juventus,it Serie A,29,1994,13.2,2,8,2,25.0,0.61,0.15,0.25,1.00,7.3,0,0,0,1.6,1.6,0.30,+0.4,+0.4,Matches
2383,2382.0,2292,Matteo Ruggeri,it ITA,DF,Atalanta,it Serie A,21,2002,27.2,0,12,4,33.3,0.44,0.15,0.00,0.00,16.9,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
2384,2383.0,2293,Mário Rui,pt POR,DF,Napoli,it Serie A,32,1991,13.4,0,5,2,40.0,0.37,0.15,0.00,0.00,31.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2385,2384.0,2294,Aitor Ruibal,es ESP,"DF,FW",Betis,es La Liga,27,1996,11.3,2,13,2,15.4,1.15,0.18,0.15,1.00,22.1,0,0,0,0.8,0.8,0.06,+1.2,+1.2,Matches
2386,2385.0,2295,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,27,1996,13.3,1,19,6,31.6,1.43,0.45,0.05,0.17,21.7,0,0,0,2.0,2.0,0.10,-1.0,-1.0,Matches
2387,2386.0,2296,Sergio Ruiz,es ESP,MF,Granada,es La Liga,28,1994,27.7,0,13,1,7.7,0.47,0.04,0.00,0.00,18.2,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
2388,2387.0,2297,Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,25,1997,19.6,4,18,8,44.4,0.92,0.41,0.22,0.50,19.5,0,0,0,1.8,1.8,0.10,+2.2,+2.2,Matches
2389,2388.0,2298,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,30,1992,33.0,0,3,0,0.0,0.09,0.00,0.00,,11.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
2390,2389.0,2299,José Sá,pt POR,GK,Wolves,eng Premier League,30,1993,33.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2391,2390.0,2300,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,30,1993,11.6,0,4,0,0.0,0.34,0.00,0.00,,22.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2392,2391.0,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2393,2392.0,2301,Emmanuel Sabbi,us USA,"FW,MF",Le Havre,fr Ligue 1,25,1997,17.6,5,29,10,34.5,1.65,0.57,0.10,0.30,16.4,0,2,2,4.1,2.5,0.09,+0.9,+0.5,Matches
2394,2393.0,2302,Stefano Sabelli,it ITA,DF,Genoa,it Serie A,30,1993,27.0,0,9,3,33.3,0.33,0.11,0.00,0.00,18.6,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
2395,2394.0,2303,Marcel Sabitzer,at AUT,MF,Dortmund,de Bundesliga,29,1994,21.8,4,46,19,41.3,2.11,0.87,0.07,0.16,22.6,5,1,1,3.6,2.8,0.06,+0.4,+0.2,Matches
2396,2395.0,2304,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,28,1995,15.4,0,1,0,0.0,0.07,0.00,0.00,,27.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
2397,2396.0,2305,Dominic Sadi,eng ENG,FW,Bournemouth,eng Premier League,19,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2398,2397.0,2306,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,26,1997,12.0,3,33,10,30.3,2.76,0.84,0.09,0.30,14.7,0,0,0,3.6,3.6,0.12,-0.6,-0.6,Matches
2399,2398.0,2307,Alexis Saelemaekers,be BEL,"FW,MF",Bologna,it Serie A,24,1999,21.0,4,29,10,34.5,1.38,0.48,0.14,0.40,23.2,4,0,0,2.6,2.6,0.09,+1.4,+1.4,Matches
2400,2399.0,2308,Pablo Saenz,,MF,Granada,es La Liga,,,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2401,2400.0,2309,Modibo Sagnan,ml MLI,DF,Montpellier,fr Ligue 1,24,1999,11.7,2,9,3,33.3,0.77,0.26,0.22,0.67,19.5,0,0,0,1.2,1.2,0.13,+0.8,+0.8,Matches
2402,2401.0,2310,Wesley Saïd,fr FRA,"FW,MF",Lens,fr Ligue 1,28,1995,11.3,7,45,18,40.0,3.97,1.59,0.16,0.39,13.6,0,0,0,5.7,5.7,0.13,+1.3,+1.3,Matches
2403,2402.0,2311,Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,24,1998,3.8,0,3,1,33.3,0.78,0.26,0.00,0.00,22.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2404,2403.0,2312,Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,21,2001,32.4,16,102,31,30.4,3.14,0.96,0.10,0.32,16.3,0,6,6,15.5,10.8,0.11,+0.5,-0.8,Matches
2405,2404.0,2313,Mamadou Sakho,fr FRA,DF,Montpellier,fr Ligue 1,33,1990,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2406,2405.0,2314,Ibrahim Salah,ma MAR,"FW,MF",Rennes,fr Ligue 1,21,2001,5.8,4,17,9,52.9,2.92,1.55,0.24,0.44,15.5,0,0,0,3.1,3.1,0.19,+0.9,+0.9,Matches
2407,2406.0,2315,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,31,1992,28.2,18,107,47,43.9,3.80,1.67,0.12,0.28,15.5,1,5,7,21.2,15.5,0.15,-3.2,-2.5,Matches
2408,2407.0,2316,Amine Salama,fr FRA,FW,Reims,fr Ligue 1,23,2000,3.5,0,6,1,16.7,1.73,0.29,0.00,0.00,13.8,0,0,0,0.7,0.7,0.12,-0.7,-0.7,Matches
2409,2408.0,2317,Kike Salas,es ESP,DF,Sevilla,es La Liga,21,2002,17.8,3,16,5,31.3,0.90,0.28,0.19,0.60,12.0,0,0,0,0.8,0.8,0.05,+2.2,+2.2,Matches
2410,2409.0,2318,William Saliba,fr FRA,DF,Arsenal,eng Premier League,22,2001,38.0,2,10,3,30.0,0.26,0.08,0.20,0.67,10.5,0,0,0,1.6,1.6,0.16,+0.4,+0.4,Matches
2411,2410.0,2319,Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,24,1999,11.5,0,4,1,25.0,0.35,0.09,0.00,0.00,14.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
2412,2411.0,2320,Roland Sallai,hu HUN,"MF,FW",Freiburg,de Bundesliga,26,1997,20.4,3,55,19,34.5,2.69,0.93,0.05,0.16,15.8,0,0,1,7.9,7.1,0.14,-4.9,-4.1,Matches
2413,2412.0,2321,Yoann Salmier,gf GUF,DF,Le Havre,fr Ligue 1,30,1992,17.4,1,10,5,50.0,0.57,0.29,0.10,0.20,14.2,0,0,0,1.1,1.1,0.11,-0.1,-0.1,Matches
2414,2413.0,2322,Salvi,es ESP,MF,Rayo Vallecano,es La Liga,32,1991,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2415,2414.0,2323,Lazar Samardzic,rs SRB,MF,Udinese,it Serie A,21,2002,26.4,6,56,16,28.6,2.12,0.61,0.09,0.31,25.7,13,1,1,3.5,2.8,0.05,+2.5,+2.2,Matches
2416,2415.0,2324,Diadie Samassékou,ml MLI,MF,Cádiz,es La Liga,27,1996,1.0,0,1,1,100.0,0.98,0.98,0.00,0.00,25.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
2417,2416.0,2325,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,27,1996,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2418,2417.0,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2419,2418.0,2326,Mama Samba Baldé,gw GNB,"FW,MF",Lyon,fr Ligue 1,27,1995,6.1,2,17,9,52.9,2.78,1.47,0.12,0.22,14.2,0,0,0,3.4,3.4,0.20,-1.4,-1.4,Matches
2420,2419.0,2327,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,29,1994,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2421,2420.0,2328,Albert Sambi Lokonga,be BEL,MF,Luton Town,eng Premier League,23,1999,14.5,1,8,2,25.0,0.55,0.14,0.13,0.50,20.9,0,0,0,0.6,0.6,0.08,+0.4,+0.4,Matches
2422,2421.0,2329,Junior Sambia,fr FRA,"DF,MF",Salernitana,it Serie A,26,1996,11.5,1,12,4,33.3,1.05,0.35,0.08,0.25,25.9,5,0,0,0.5,0.5,0.04,+0.5,+0.5,Matches
2423,2422.0,2330,Fede San Emeterio,es ESP,MF,Cádiz,es La Liga,26,1997,1.7,1,1,1,100.0,0.59,0.59,1.00,1.00,5.0,0,0,0,0.1,0.1,0.06,+0.9,+0.9,Matches
2424,2423.0,2331,Antonio Sanabria,py PAR,"FW,MF",Torino,it Serie A,27,1996,23.7,5,52,14,26.9,2.19,0.59,0.06,0.21,12.7,0,2,2,9.3,7.7,0.15,-4.3,-4.7,Matches
2425,2424.0,2332,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,23,2000,21.9,4,41,11,26.8,1.87,0.50,0.10,0.36,15.6,0,0,1,6.3,5.5,0.13,-2.3,-1.5,Matches
2426,2425.0,2333,Renato Sanches,pt POR,MF,Roma,it Serie A,25,1997,1.6,1,2,1,50.0,1.23,0.62,0.50,1.00,19.1,0,0,0,0.1,0.1,0.04,+0.9,+0.9,Matches
2427,2426.0,2334,Ricard Sánchez,es ESP,DF,Granada,es La Liga,23,2000,25.5,3,14,5,35.7,0.55,0.20,0.21,0.60,19.0,0,0,0,1.0,1.0,0.07,+2.0,+2.0,Matches
2428,2427.0,2335,Alexis Sánchez,cl CHI,"FW,MF",Inter,it Serie A,34,1988,8.5,2,17,5,29.4,2.01,0.59,0.06,0.20,16.4,2,1,1,3.2,2.5,0.14,-1.2,-1.5,Matches
2429,2428.0,2336,Antonio Sánchez,es ESP,MF,Mallorca,es La Liga,26,1997,16.1,3,23,9,39.1,1.43,0.56,0.13,0.33,20.1,0,0,0,2.5,2.5,0.11,+0.5,+0.5,Matches
2430,2429.0,2337,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,27,1996,0.9,0,1,0,0.0,1.17,0.00,0.00,,8.6,0,0,0,0.1,0.1,0.12,-0.1,-0.1,Matches
2431,2430.0,2338,Juanlu Sánchez,es ESP,DF,Sevilla,es La Liga,19,2003,13.1,0,11,2,18.2,0.84,0.15,0.00,0.00,20.5,0,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches
2432,2431.0,2339,Manu Sánchez,es ESP,"DF,MF",Celta Vigo,es La Liga,22,2000,19.7,0,9,1,11.1,0.46,0.05,0.00,0.00,18.6,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
2433,2432.0,2340,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,25,1997,15.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2434,2433.0,2341,Jadon Sancho,eng ENG,"FW,MF",Manchester Utd,eng Premier League,23,2000,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2435,2434.0,2342,Jadon Sancho,eng ENG,"FW,MF",Dortmund,de Bundesliga,23,2000,10.5,2,9,4,44.4,0.86,0.38,0.22,0.50,13.3,0,0,0,0.7,0.7,0.08,+1.3,+1.3,Matches
2436,2435.0,2343,Alex Sandro,br BRA,DF,Juventus,it Serie A,32,1991,8.0,1,5,1,20.0,0.62,0.12,0.20,1.00,8.2,0,0,0,0.4,0.4,0.08,+0.6,+0.6,Matches
2437,2436.0,2344,Ibou Sané,sn SEN,"MF,FW",Metz,fr Ligue 1,18,2005,1.4,1,2,1,50.0,1.41,0.70,0.50,1.00,16.9,0,0,0,0.7,0.7,0.35,+0.3,+0.3,Matches
2438,2437.0,2345,Leroy Sané,de GER,FW,Bayern Munich,de Bundesliga,27,1996,23.7,8,73,28,38.4,3.07,1.18,0.11,0.29,17.6,6,0,0,10.9,10.9,0.15,-2.9,-2.9,Matches
2439,2438.0,2346,Sadibou Sané,sn SEN,DF,Metz,fr Ligue 1,19,2004,9.4,0,5,0,0.0,0.53,0.00,0.00,,14.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
2440,2439.0,2347,Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,21,2002,29.9,0,16,3,18.8,0.54,0.10,0.00,0.00,15.2,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
2441,2440.0,2348,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,eng Premier League,25,1997,11.5,0,8,0,0.0,0.70,0.00,0.00,,17.0,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
2442,2441.0,2349,Morgan Sanson,fr FRA,MF,Nice,fr Ligue 1,28,1994,21.8,2,41,9,22.0,1.88,0.41,0.05,0.22,20.6,1,0,0,3.3,3.3,0.08,-1.3,-1.3,Matches
2443,2442.0,2350,Nicola Sansone,it ITA,"FW,MF",Lecce,it Serie A,31,1991,8.5,2,23,5,21.7,2.70,0.59,0.09,0.40,18.9,2,0,0,2.8,2.8,0.12,-0.8,-0.8,Matches
2444,2443.0,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2445,2444.0,2351,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,28,1995,21.4,0,28,9,32.1,1.31,0.42,0.00,0.00,23.6,0,0,0,1.9,1.9,0.07,-1.9,-1.9,Matches
2446,2445.0,2352,Jesús Santiago,es ESP,MF,Getafe,es La Liga,19,2004,7.3,1,5,2,40.0,0.69,0.27,0.20,0.50,18.5,0,0,0,0.6,0.6,0.12,+0.4,+0.4,Matches
2447,2446.0,2353,Andrey Santos,br BRA,MF,Nott'ham Forest,eng Premier League,19,2004,0.1,0,2,0,0.0,22.50,0.00,0.00,,22.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2448,2447.0,2354,Andrey Santos,br BRA,MF,Strasbourg,fr Ligue 1,19,2004,9.2,1,12,4,33.3,1.30,0.43,0.08,0.25,22.1,0,0,0,1.0,1.0,0.08,0.0,0.0,Matches
2449,2448.0,2355,Tiago Santos,pt POR,DF,Lille,fr Ligue 1,21,2002,26.3,1,33,7,21.2,1.26,0.27,0.03,0.14,22.5,0,0,0,1.4,1.4,0.04,-0.4,-0.4,Matches
2450,2449.0,2356,Paco Sanz,es ESP,DF,Almería,es La Liga,18,2004,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2451,2450.0,2357,Riccardo Saponara,it ITA,"FW,MF",Hellas Verona,it Serie A,31,1991,3.8,0,5,1,20.0,1.32,0.26,0.00,0.00,25.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
2452,2451.0,2358,Pablo Sarabia,es ESP,"MF,FW",Wolves,eng Premier League,31,1992,19.4,4,44,16,36.4,2.27,0.83,0.05,0.13,19.1,7,2,2,5.5,3.9,0.09,-1.5,-1.9,Matches
2453,2452.0,2359,Amin Sarr,se SWE,"FW,MF",Lyon,fr Ligue 1,22,2001,1.1,0,5,2,40.0,4.59,1.84,0.00,0.00,13.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
2454,2453.0,2360,Amin Sarr,se SWE,"FW,MF",Wolfsburg,de Bundesliga,22,2001,4.3,0,6,2,33.3,1.40,0.47,0.00,0.00,15.7,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches
2455,2454.0,2361,Bouna Sarr,sn SEN,DF,Bayern Munich,de Bundesliga,31,1992,1.2,0,1,1,100.0,0.85,0.85,0.00,0.00,5.0,0,0,0,0.2,0.2,0.22,-0.2,-0.2,Matches
2456,2455.0,2362,Ismaila Sarr,sn SEN,"FW,MF",Marseille,fr Ligue 1,25,1998,16.1,3,25,10,40.0,1.55,0.62,0.12,0.30,12.7,0,0,0,3.2,3.2,0.13,-0.2,-0.2,Matches
2457,2456.0,2363,Mamadou Sarr,fr FRA,DF,Lyon,fr Ligue 1,17,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2458,2457.0,2364,Martin Satriano,uy URU,FW,Brest,fr Ligue 1,22,2001,20.7,4,63,20,31.7,3.04,0.97,0.06,0.20,16.2,0,0,0,6.1,6.1,0.10,-2.1,-2.1,Matches
2459,2458.0,2365,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,31,1991,30.7,9,75,22,29.3,2.44,0.72,0.03,0.09,26.8,21,7,7,9.1,3.6,0.05,-0.1,-1.6,Matches
2460,2459.0,2366,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,32,1991,18.1,0,5,1,20.0,0.28,0.06,0.00,0.00,11.9,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
2461,2460.0,2367,Sávio,br BRA,"FW,MF",Girona,es La Liga,19,2004,33.1,9,45,20,44.4,1.36,0.60,0.20,0.45,16.6,0,0,0,6.1,6.1,0.13,+2.9,+2.9,Matches
2462,2461.0,2368,Zanos Savva,cy CYP,"DF,MF",Torino,it Serie A,17,2005,0.3,1,1,1,100.0,3.21,3.21,1.00,1.00,8.2,0,0,0,0.2,0.2,0.16,+0.8,+0.8,Matches
2463,2462.0,2369,Saba Sazonov,ge GEO,DF,Torino,it Serie A,21,2002,4.0,0,1,0,0.0,0.25,0.00,0.00,,3.0,0,0,0,0.2,0.2,0.16,-0.2,-0.2,Matches
2464,2463.0,2370,Joe Scally,us USA,DF,Gladbach,de Bundesliga,20,2002,24.8,1,11,1,9.1,0.44,0.04,0.09,1.00,22.0,0,0,0,0.6,0.6,0.05,+0.4,+0.4,Matches
2465,2464.0,2371,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,19,2003,28.3,1,19,6,31.6,0.67,0.21,0.05,0.17,14.6,0,0,0,1.4,1.4,0.08,-0.4,-0.4,Matches
2466,2465.0,2372,Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,24,1999,16.1,12,60,26,43.3,3.72,1.61,0.20,0.46,15.1,0,0,0,6.5,6.5,0.11,+5.5,+5.5,Matches
2467,2466.0,2373,Dane Scarlett,eng ENG,FW,Tottenham,eng Premier League,19,2004,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2468,2467.0,2374,Kevin Schade,de GER,"FW,MF",Brentford,eng Premier League,21,2001,3.7,2,8,4,50.0,2.16,1.08,0.25,0.50,15.8,0,0,0,1.2,1.2,0.15,+0.8,+0.8,Matches
2469,2468.0,2375,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,24,1999,13.5,1,21,5,23.8,1.56,0.37,0.05,0.20,16.9,0,0,0,1.8,1.8,0.08,-0.8,-0.8,Matches
